longitude,latitude,house_id
36.32017209,32.30218441,D01-B05-H018
36.32006987,32.30219513,D01-B05-H019
36.3200478,32.30229189,D01-B05-H020
36.32000224,32.30220829,D01-B05-H021
36.31994626,32.30230179,D01-B05-H023
36.31985057,32.30234647,D01-B05-H024
36.31980092,32.30227234,D01-B05-H025
36.31976804,32.30234402,D01-B05-H026
36.31967658,32.30225857,D01-B05-H027
36.31966952,32.30232863,D01-B05-H028
36.31865313,32.30250032,D01-B05-H029
36.31929793,32.30241836,D01-B05-H030
36.31918645,32.30241888,D01-B05-H031
36.31919563,32.3025134,D01-B05-H032
36.31904463,32.30242101,D01-B05-H034
36.31908235,32.30249492,D01-B05-H035
36.31908833,32.30255918,D01-B05-H036
36.31908833,32.30255918,D01-B05-H036
36.31898281,32.30257891,D01-B05-H037
36.31897858,32.30251647,D01-B05-H038
36.31896629,32.30243169,D01-B05-H039
36.31879532,32.30247978,D01-B05-H040
36.31885889,32.30261142,D01-B05-H041
36.31871327,32.3026127,D01-B05-H042
36.31862091,32.30261931,D01-B05-H043
36.31846943,32.30268088,D01-B05-H044
36.31850172,32.30256449,D01-B05-H045
36.31838748,32.30252993,D01-B05-H046
36.31829608,32.30255693,D01-B05-H047
36.31837704,32.30273573,D01-B05-H048
36.31826349,32.3027379,D01-B05-H049
36.31822802,32.30265331,D01-B05-H050
36.3182914,32.30261592,D01-B05-H051
36.31822311,32.30256684,D01-B05-H052
36.31809258,32.30259062,D01-B05-H053
36.31816262,32.30271349,D01-B05-H054
36.31817886,32.30276769,D01-B05-H055
36.3181071,32.30278593,D01-B05-H056
36.31808242,32.30267843,D01-B05-H057
36.31788541,32.30260543,D01-B05-H058
36.31775355,32.30263092,D01-B05-H059
36.31775355,32.30263092,D01-B05-H059
36.3178573,32.3027283,D01-B05-H060
36.31788183,32.30282797,D01-B05-H061
36.31767397,32.30285104,D01-B05-H063
36.31762077,32.30273854,D01-B05-H064
36.31752111,32.30277737,D01-B05-H065
36.31758132,32.3028605,D01-B05-H066
36.31750775,32.30288452,D01-B05-H067
36.31743656,32.30290746,D01-B05-H068
36.31741596,32.30281455,D01-B05-H069
36.31734581,32.30272892,D01-B05-H071
36.31715543,32.30271544,D01-B05-H072
36.31712707,32.30280391,D01-B05-H074
36.31709127,32.30287932,D01-B05-H075
36.31716761,32.30300849,D01-B05-H076
36.31716761,32.30300849,D01-B05-H076
36.31694575,32.30297419,D01-B05-H077
36.31686943,32.30290536,D01-B05-H078
36.31680515,32.30285145,D01-B05-H079
36.31677678,32.30296661,D01-B05-H080
36.31689653,32.30306725,D01-B05-H081
36.31678877,32.30314025,D01-B05-H082
36.31672034,32.30307869,D01-B05-H083
36.3166314,32.30296295,D01-B05-H084
36.3165166,32.30297996,D01-B05-H085
36.31650565,32.30282772,D01-B05-H086
36.3165645,32.30288291,D01-B05-H086-1
36.3164128,32.30277588,D01-B05-H087
36.31649243,32.30274266,D01-B05-H088
36.31650646,32.30260406,D01-B05-H089
36.31629685,32.30268029,D01-B05-H090
36.31638032,32.30256826,D01-B05-H091
36.31631545,32.30261018,D01-B05-H091-1
36.31668185,32.30257074,D01-B05-H093
36.31659829,32.3023892,D01-B05-H094
36.31674126,32.30238969,D01-B05-H095
36.31689337,32.30238296,D01-B05-H096
36.31694361,32.30246375,D01-B05-H097
36.31705716,32.30254214,D01-B05-H098
36.31698786,32.30233932,D01-B05-H099
36.31718734,32.30235238,D01-B05-H100
36.31720328,32.30241307,D01-B05-H101
36.31728817,32.30254625,D01-B05-H102
36.31731073,32.30260831,D01-B05-H103
36.31741446,32.302565,D01-B05-H104
36.31729929,32.30238456,D01-B05-H105
36.31746978,32.30232136,D01-B05-H106
36.31752993,32.30241574,D01-B05-H107
36.31755203,32.3024871,D01-B05-H108
36.31764815,32.30247447,D01-B05-H109
36.31759089,32.30233897,D01-B05-H110
36.31766028,32.30235265,D01-B05-H111
36.31771925,32.30232315,D01-B05-H112
36.31772866,32.30243793,D01-B05-H113
36.31786986,32.30241123,D01-B05-H114
36.31786986,32.30241123,D01-B05-H114
36.31782199,32.30231018,D01-B05-H115
36.31799077,32.30227572,D01-B05-H116
36.31802759,32.30241538,D01-B05-H118
36.31803128,32.30246134,D01-B05-H119
36.31810043,32.30241486,D01-B05-H120
36.31807291,32.30228756,D01-B05-H121
36.31812548,32.30224845,D01-B05-H122
36.31814472,32.30230192,D01-B05-H123
36.31819928,32.30225556,D01-B05-H124
36.31818146,32.30243732,D01-B05-H125
36.31829285,32.30242406,D01-B05-H126
36.31829285,32.30242406,D01-B05-H126
36.31827315,32.3022998,D01-B05-H127
36.31836886,32.3022479,D01-B05-H129
36.31841146,32.3023902,D01-B05-H130
36.31854234,32.30238026,D01-B05-H131
36.31847368,32.30235253,D01-B05-H132
36.31847368,32.30235253,D01-B05-H132
36.31845152,32.30226293,D01-B05-H133
36.3185412,32.30220242,D01-B05-H134
36.31858488,32.30228835,D01-B05-H135
36.31867615,32.30232166,D01-B05-H137
36.31865453,32.30223849,D01-B05-H138
36.31877236,32.30219711,D01-B05-H139
36.3187615,32.30232331,D01-B05-H140
36.3188482,32.30229217,D01-B05-H141
36.3188482,32.30229217,D01-B05-H141
36.31894812,32.30227311,D01-B05-H142
36.31890404,32.30217216,D01-B05-H143
36.31899641,32.30215144,D01-B05-H144
36.31899641,32.30215144,D01-B05-H144
36.31903634,32.30226376,D01-B05-H145
36.31903634,32.30226376,D01-B05-H145
36.31913394,32.30223954,D01-B05-H146
36.31909421,32.30218211,D01-B05-H147
36.31909421,32.30218211,D01-B05-H147
36.31915407,32.30212785,D01-B05-H148
36.31933954,32.30218434,D01-B05-H150
36.31928117,32.30210096,D01-B05-H151
36.31940405,32.30207485,D01-B05-H152
36.31947855,32.30205119,D01-B05-H153
36.31955559,32.30204963,D01-B05-H154
36.31985293,32.30197248,D01-B05-H155
36.31994797,32.30195836,D01-B05-H156
36.32001892,32.3020159,D01-B05-H157
36.32012738,32.3020474,D01-B05-H159
36.32010773,32.30197306,D01-B05-H160
36.32008486,32.30191266,D01-B05-H162
36.32019454,32.30190204,D01-B05-H163
36.32020798,32.30198829,D01-B05-H164
36.32024748,32.3021265,D01-B05-H166
36.32024748,32.3021265,D01-B05-H166
36.32029903,32.30194598,D01-B05-H168
36.32036674,32.3019214,D01-B05-H169
36.32044129,32.30194111,D01-B05-H172
36.32050979,32.30191857,D01-B05-H173
36.32055906,32.30186756,D01-B05-H174
36.32065388,32.3020015,D01-B05-H175
36.32072427,32.30197998,D01-B05-H176
36.3206674,32.30186463,D01-B05-H177
36.32076984,32.30182515,D01-B05-H178
36.32089136,32.30176939,D01-B05-H179
36.32093869,32.30187319,D01-B05-H180
36.32093869,32.30187319,D01-B05-H180
36.32087593,32.30190582,D01-B05-H181
36.32087178,32.30194511,D01-B05-H182
36.32091121,32.30200141,D01-B05-H183
36.32108444,32.30198084,D01-B05-H184
36.32108444,32.30198084,D01-B05-H184
36.32105719,32.30192814,D01-B05-H185
36.32102496,32.30187692,D01-B05-H186
36.32098849,32.30175842,D01-B05-H187
36.32106527,32.30180476,D01-B05-H188
36.32115481,32.3019125,D01-B05-H189
36.32121688,32.30196318,D01-B05-H190
36.3210999,32.30160218,D01-B06-H001
36.32104279,32.30163179,D01-B06-H002
36.32097722,32.30159954,D01-B06-H003
36.32093156,32.30155221,D01-B06-H004
36.3208249,32.30164667,D01-B06-H006
36.32072155,32.30164059,D01-B06-H007
36.32061742,32.30171301,D01-B06-H009
36.32054579,32.30163496,D01-B06-H010
36.32045673,32.30169805,D01-B06-H011
36.32042874,32.3016021,D01-B06-H012
36.32034254,32.30172976,D01-B06-H014
36.32012723,32.30178073,D01-B06-H016
36.32005697,32.30171526,D01-B06-H017
36.32005051,32.30178944,D01-B06-H018
36.3199216,32.30179148,D01-B06-H019
36.3198286,32.30169602,D01-B06-H021
36.31983125,32.30177079,D01-B06-H022
36.31985712,32.30184471,D01-B06-H023
36.31977459,32.30186472,D01-B06-H024
36.31974307,32.30179418,D01-B06-H025
36.31972595,32.30173125,D01-B06-H026
36.31961677,32.30175286,D01-B06-H027
36.31966808,32.30182906,D01-B06-H028
36.31952476,32.30174087,D01-B06-H029
36.31925252,32.30195409,D01-B06-H030
36.31915687,32.30196019,D01-B06-H031
36.31908755,32.30197438,D01-B06-H032
36.31907447,32.30181798,D01-B06-H033
36.31896993,32.30184874,D01-B06-H034
36.31900639,32.30199237,D01-B06-H035
36.31891302,32.3019917,D01-B06-H036
36.3188686,32.30186382,D01-B06-H037
36.31877969,32.30185396,D01-B06-H038
36.31881804,32.30200728,D01-B06-H039
36.31867888,32.30205838,D01-B06-H040
36.31867383,32.30188712,D01-B06-H041
36.31867383,32.30188712,D01-B06-H041
36.3185769,32.30188633,D01-B06-H042
36.31858375,32.30195328,D01-B06-H043
36.31856284,32.30204649,D01-B06-H044
36.31848049,32.30208559,D01-B06-H045
36.31849186,32.30188275,D01-B06-H046
36.31839723,32.30195918,D01-B06-H048
36.31831918,32.30211159,D01-B06-H049
36.31831918,32.30211159,D01-B06-H049
36.31833484,32.30189611,D01-B06-H050
36.31814646,32.30187051,D01-B06-H051
36.3182002,32.30208886,D01-B06-H052
36.3181055,32.30212873,D01-B06-H053
36.31802628,32.30191142,D01-B06-H054
36.31793397,32.30194189,D01-B06-H055
36.3180352,32.30208605,D01-B06-H056
36.31793662,32.30213882,D01-B06-H057
36.31784957,32.30192229,D01-B06-H058
36.31777593,32.30196324,D01-B06-H059
36.31780173,32.30213508,D01-B06-H060
36.31772395,32.30214387,D01-B06-H061
36.31771921,32.3020827,D01-B06-H062
36.317729,32.30201547,D01-B06-H063
36.3176001,32.30202655,D01-B06-H064
36.31759823,32.30209831,D01-B06-H065
36.31760297,32.30215767,D01-B06-H066
36.31752819,32.30215159,D01-B06-H067
36.31747286,32.30197897,D01-B06-H068
36.3174244,32.30194859,D01-B06-H069
36.31745682,32.30214648,D01-B06-H070
36.31736205,32.30215635,D01-B06-H071
36.31731137,32.30196095,D01-B06-H072
36.31715756,32.30197333,D01-B06-H073
36.31721864,32.30208416,D01-B06-H074
36.31724715,32.30217685,D01-B06-H075
36.3171405,32.30219322,D01-B06-H076
36.31717432,32.30213624,D01-B06-H077
36.31705961,32.30214452,D01-B06-H079
36.3169307,32.30224899,D01-B06-H080
36.31688293,32.30219622,D01-B06-H081
36.31679973,32.30207286,D01-B06-H082
36.31657434,32.30228378,D01-B06-H085
36.31647307,32.30223909,D01-B06-H086
36.31635229,32.30231051,D01-B06-H087
36.31639943,32.30241586,D01-B06-H088
36.31618597,32.30244041,D01-B06-H089
36.31600278,32.30218668,D01-B06-H090
36.31592401,32.30209868,D01-B06-H091
36.31596244,32.3019713,D01-B06-H092
36.31606974,32.30192913,D01-B06-H093
36.31608342,32.30205464,D01-B06-H094
36.31615795,32.30212742,D01-B06-H095
36.31623032,32.30203611,D01-B06-H096
36.31616525,32.30196811,D01-B06-H097
36.3162417,32.30192267,D01-B06-H098
36.3163738,32.30195821,D01-B06-H099
36.31646283,32.3019304,D01-B06-H100
36.31652575,32.30190605,D01-B06-H101
36.31658342,32.30203462,D01-B06-H102
36.31667855,32.3019282,D01-B06-H103
36.31692453,32.30193198,D01-B06-H105
36.31692848,32.30185618,D01-B06-H106
36.316982,32.3018354,D01-B06-H107
36.31702835,32.30191531,D01-B06-H108
36.31713193,32.30188749,D01-B06-H109
36.31707649,32.30182256,D01-B06-H110
36.31740925,32.30181493,D01-B06-H111
36.31749289,32.30180238,D01-B06-H112
36.31760558,32.30196484,D01-B06-H114
36.31772699,32.30190045,D01-B06-H115
36.31789137,32.30178383,D01-B06-H116
36.31816428,32.30174148,D01-B06-H117
36.31825409,32.3017352,D01-B06-H118
36.3183188,32.30171763,D01-B06-H119
36.31836788,32.30179669,D01-B06-H120
36.3184085,32.30170699,D01-B06-H121
36.31851408,32.30172686,D01-B06-H122
36.31861546,32.30173106,D01-B06-H123
36.31878377,32.3017344,D01-B06-H124
36.31899934,32.30166383,D01-B06-H126
36.31906331,32.30171614,D01-B06-H127
36.3191599,32.30163535,D01-B06-H128
36.319235,32.30163331,D01-B06-H129
36.31934515,32.30166368,D01-B06-H130
36.31952054,32.30167625,D01-B06-H132
36.31952054,32.30167625,D01-B06-H132
36.31959908,32.3016767,D01-B06-H133
36.31968614,32.30164485,D01-B06-H134
36.31976354,32.30160505,D01-B06-H135
36.31985797,32.30162409,D01-B06-H136
36.31985296,32.30156272,D01-B06-H137
36.32003593,32.30154402,D01-B06-H140
36.32002903,32.30163464,D01-B06-H141
36.32030437,32.30157081,D01-B06-H142
36.32039796,32.30154062,D01-B06-H143
36.3204779,32.3015116,D01-B06-H144
36.3204779,32.3015116,D01-B06-H144
36.3205898,32.30150327,D01-B06-H146
36.3206918,32.30151524,D01-B06-H147
